chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	posid
chr6	45431311	+	hg38	214	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RUNX2	TRUE	+	FALSE	0	RUNX2	0	chr6+45431311
chr6	47243234	+	hg38	274	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TNFRSF21	TRUE	-	FALSE	-0	RUNX2	1692151	chr6+47243234
chr6	48251901	+	hg38	16	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PTCHD4	FALSE	-	FALSE	-183211	RUNX2	2700818	chr6+48251901
chr6	49567094	+	hg38	42	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	C6orf141	FALSE	+	FALSE	5181	PKHD1	2048251	chr6+49567094
chr6	6561692	+	hg38	305	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LY86-AS1	TRUE	-	FALSE	0	RREB1	-545903	chr6+6561692
chr6	6684174	+	hg38	451	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	LY86	FALSE	+	FALSE	29190	RREB1	-423421	chr6+6684174
chr6	7313493	+	hg38	205	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SSR1	FALSE	-	FALSE	-178	CAGE1	13159	chr6+7313493
chr6	73522121	+	hg38	534	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	EEF1A1	FALSE	-	FALSE	-1088	EEF1A1	-1088	chr6+73522121
chr6	87154460	+	hg38	276	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZNF292	FALSE	+	FALSE	-1087	BACH2	2772066	chr6+87154460
chr6	89481666	+	hg38	7	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ANKRD6	TRUE	+	FALSE	0	BACH2	444860	chr6+89481666
chr6	90894705	+	hg38	42	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MAP3K7	FALSE	-	FALSE	-307403	MAP3K7	-307403	chr6+90894705
chr6	90919086	+	hg38	235	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MAP3K7	FALSE	-	FALSE	-331784	MAP3K7	-331784	chr6+90919086
chr7	100385184	-	hg38	226	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PILRA	TRUE	+	FALSE	0	EPO	-335614	chr7-100385184
chr7	101238834	-	hg38	1034	p404	404	GTSP3603	PBMC	M24	6	0.2664298401420959	CLDN15	FALSE	-	FALSE	-13	VGF	-73262	chr7-101238834
chr7	101740280	-	hg38	172	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CUX1	FALSE	+	FALSE	-75622	CUX1	-75622	chr7-101740280
chr7	106062881	-	hg38	448	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	CDHR3	FALSE	+	FALSE	26449	SRPK2	-673490	chr7-106062881
chr7	106070991	-	hg38	56	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SYPL1	FALSE	-	FALSE	19375	SRPK2	-681600	chr7-106070991
chr7	107028487	-	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKAR2B	FALSE	+	FALSE	-16244	HBP1	-140472	chr7-107028487
chr7	107042926	-	hg38	513	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKAR2B	FALSE	+	FALSE	-1805	HBP1	-126033	chr7-107042926
chr7	107742881	-	hg38	28	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC101927974	TRUE	-	TRUE	-0	NRCAM	404743	chr7-107742881
chr7	115128420	-	hg38	5	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01392	TRUE	-	FALSE	-0	CAV1	-1396363	chr7-115128420
chr7	130475168	-	hg38	18	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MEST	FALSE	+	FALSE	-11005	MIR29A	401577	chr7-130475168
chr7	131064106	-	hg38	18	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC-PINT	TRUE	-	FALSE	0	MIR29A	-187295	chr7-131064106
chr7	131109434	-	hg38	25	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC-PINT	TRUE	-	FALSE	0	MIR29A	-232623	chr7-131109434
chr7	139938072	-	hg38	84	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TBXAS1	TRUE	+	FALSE	-0	HIPK2	-160177	chr7-139938072
chr7	142708333	-	hg38	500	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	MTRNR2L6	FALSE	+	FALSE	40639	EPHB6	-146679	chr7-142708333
chr7	144514572	-	hg38	11	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TPK1	TRUE	-	FALSE	-0	TPK1	-0	chr7-144514572
chr7	147301464	-	hg38	32	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CNTNAP2	TRUE	+	FALSE	-0	CUL1	-1397375	chr7-147301464
chr7	149146307	-	hg38	121	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	ZNF398	TRUE	+	FALSE	0	EZH2	-261957	chr7-149146307
chr7	151873021	-	hg38	126	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKAG2	TRUE	-	FALSE	0	KMT2C	261902	chr7-151873021
chr7	17043131	-	hg38	320	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AGR3	FALSE	-	FALSE	-161141	TWIST1	2069914	chr7-17043131
chr7	17233815	-	hg38	131	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AHR	FALSE	+	FALSE	-64835	TWIST1	1879230	chr7-17233815
chr7	18404482	-	hg38	23	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	HDAC9	TRUE	+	FALSE	0	TWIST1	708563	chr7-18404482
chr7	1843205	-	hg38	16	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MAD1L1	TRUE	-	FALSE	-0	MAD1L1	-0	chr7-1843205
chr7	20199186	-	hg38	73	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MACC1	TRUE	-	FALSE	0	ABCB5	-416434	chr7-20199186
chr7	23366920	-	hg38	35	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IGF2BP3	TRUE	-	FALSE	-0	GPNMB	91809	chr7-23366920
chr7	24828959	-	hg38	9	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	OSBPL3	TRUE	-	FALSE	-0	OSBPL3	-0	chr7-24828959
chr7	2512339	-	hg38	161	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LFNG	FALSE	+	FALSE	-188	LFNG	-188	chr7-2512339
chr7	29860129	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	WIPF3	TRUE	+	FALSE	0	PLEKHA8	-168230	chr7-29860129
chr7	30149496	-	hg38	214	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MTURN	TRUE	+	FALSE	-0	PLEKHA8	19012	chr7-30149496
chr7	45026742	-	hg38	201	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CCM2	TRUE	+	FALSE	0	CAMK2B	-701110	chr7-45026742
chr7	47505365	-	hg38	13	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TNS3	TRUE	-	FALSE	0	HUS1	457921	chr7-47505365
chr7	47578228	-	hg38	18	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TNS3	TRUE	-	FALSE	0	HUS1	385058	chr7-47578228
chr7	48390227	-	hg38	10	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ABCA13	TRUE	+	FALSE	0	HUS1	-410601	chr7-48390227
chr7	5456851	-	hg38	58	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FBXL18	FALSE	-	FALSE	18944	ACTB	70293	chr7-5456851
chr7	74256040	-	hg38	252	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RFC2	FALSE	-	FALSE	-1581	LIMK1	133514	chr7-74256040
chr7	81114581	-	hg38	82	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SEMA3C	FALSE	-	FALSE	-192201	HGF	584425	chr7-81114581
chr7	93118201	-	hg38	236	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SAMD9	FALSE	-	FALSE	-177	CDK6	-281573	chr7-93118201
chr7	9981222	-	hg38	31	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PER4	FALSE	+	FALSE	345404	COL28A1	-2445392	chr7-9981222
chr7	100867854	+	hg38	284	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TRIP6	TRUE	+	FALSE	0	EPO	144153	chr7+100867854
chr7	101238798	+	hg38	22	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CLDN15	TRUE	-	TRUE	0	VGF	-73226	chr7+101238798
chr7	101857649	+	hg38	213	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CUX1	TRUE	+	FALSE	0	CUX1	0	chr7+101857649
chr7	105691981	+	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ATXN7L1	TRUE	-	FALSE	-0	SRPK2	-302590	chr7+105691981
chr7	107014487	+	hg38	427	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKAR2B	FALSE	+	FALSE	-30244	HBP1	-154472	chr7+107014487
chr7	107174394	+	hg38	364	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	HBP1	TRUE	+	FALSE	0	HBP1	0	chr7+107174394
chr7	112002458	+	hg38	56	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DOCK4	TRUE	-	FALSE	0	NRCAM	-3546060	chr7+112002458
chr7	115136319	+	hg38	495	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01392	TRUE	-	FALSE	-0	CAV1	-1388464	chr7+115136319
chr7	11834779	+	hg38	14	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	THSD7A	FALSE	-	FALSE	-2580	ETV1	2056448	chr7+11834779
chr7	130473882	+	hg38	250	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MEST	FALSE	+	FALSE	-12291	MIR29A	402863	chr7+130473882
chr7	135501619	+	hg38	317	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	CNOT4	TRUE	-	FALSE	0	LRGUK	1237027	chr7+135501619
chr7	138417335	+	hg38	24	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TRIM24	FALSE	+	FALSE	-42997	TRIM24	-42997	chr7+138417335
chr7	139036812	+	hg38	49	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZC3HAV1L	FALSE	-	FALSE	-782	KIAA1549	-55493	chr7+139036812
chr7	142639989	+	hg38	256	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	MTRNR2L6	FALSE	+	FALSE	-26308	EPHB6	-215023	chr7+142639989
chr7	142783295	+	hg38	20	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRSS2	FALSE	+	FALSE	8730	EPHB6	-71717	chr7+142783295
chr7	147189227	+	hg38	386	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CNTNAP2	TRUE	+	FALSE	0	CUL1	-1509612	chr7+147189227
chr7	150374975	+	hg38	98	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	REPIN1	FALSE	+	FALSE	930	GIMAP7	-139880	chr7+150374975
chr7	17207057	+	hg38	17	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AHR	FALSE	+	FALSE	-91593	TWIST1	1905988	chr7+17207057
chr7	23473259	+	hg38	62	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	IGF2BP3	FALSE	-	FALSE	-2882	GPNMB	198148	chr7+23473259
chr7	24906997	+	hg38	102	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	OSBPL3	TRUE	-	FALSE	0	OSBPL3	0	chr7+24906997
chr7	26547781	+	hg38	16	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC441204	FALSE	+	FALSE	6830	HNRNPA2B1	-346987	chr7+26547781
chr7	27156487	+	hg38	394	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	HOXA7	TRUE	-	TRUE	0	HOXA7	0	chr7+27156487
chr7	2721447	+	hg38	34	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AMZ1	TRUE	+	FALSE	0	GNA12	6656	chr7+2721447
chr7	2734692	+	hg38	24	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AMZ1,GNA12	TRUE	+,-	FALSE	-0	GNA12	-0	chr7+2734692
chr7	32262629	+	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PDE1C	TRUE	-	FALSE	0	NOD1	-1783762	chr7+32262629
chr7	47990966	+	hg38	1023	p404	404	GTSP3603	PBMC	M24	5	0.2220248667850799	SUN3	TRUE	-	FALSE	-0	HUS1	-11340	chr7+47990966
chr7	50212633	+	hg38	347	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SPATA48	FALSE	+	FALSE	53376	IKZF1	-91448	chr7+50212633
chr7	50661395	+	hg38	289	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GRB10	TRUE	-	FALSE	-0	GRB10	-0	chr7+50661395
chr7	5596768	+	hg38	341	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FSCN1	TRUE	+	FALSE	0	FSCN1	0	chr7+5596768
chr7	56064558	+	hg38	88	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SUMF2	TRUE	+	FALSE	0	EGFR	856477	chr7+56064558
chr7	74003551	+	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ELN	FALSE	+	FALSE	-24236	ELN	-24236	chr7+74003551
chr7	74026217	+	hg38	13	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ELN	FALSE	+	FALSE	-1570	ELN	-1570	chr7+74026217
chr7	74258254	+	hg38	52	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RFC2	FALSE	-	FALSE	-3795	LIMK1	135728	chr7+74258254
chr7	74312221	+	hg38	14	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CLIP2	TRUE	+	FALSE	0	LIMK1	189695	chr7+74312221
chr7	76363655	+	hg38	49	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	YWHAG	FALSE	-	FALSE	-4629	HSPB1	59353	chr7+76363655
chr7	77327692	+	hg38	290	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	GSAP	TRUE	-	FALSE	-0	DTX2	821696	chr7+77327692
chr7	88220625	+	hg38	238	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SRI,LOC102723885	TRUE	-,+	FALSE	0	SRI	0	chr7+88220625
chr8	105519239	-	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZFPM2	TRUE	+	FALSE	0	CTHRC1	2136233	chr8-105519239
chr8	119856925	-	hg38	282	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DSCC1	FALSE	-	FALSE	-994	ENPP2	-183348	chr8-119856925
chr8	120762035	-	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SNTB1,LOC101927543	TRUE	-,+	FALSE	0	HAS2	850994	chr8-120762035
chr8	124733989	-	hg38	5	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MTSS1	FALSE	-	FALSE	-5481	RNF139	245370	chr8-124733989
chr8	124735670	-	hg38	495	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MTSS1	FALSE	-	FALSE	-7162	RNF139	247051	chr8-124735670
chr8	124790879	-	hg38	12	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MIR4662B	FALSE	-	FALSE	31097	RNF139	302260	chr8-124790879
chr8	125478751	-	hg38	105	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TRIB1	FALSE	+	FALSE	40345	RNF139	990132	chr8-125478751
chr8	129537225	-	hg38	45	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CCDC26	TRUE	-	FALSE	0	PVT1	1435971	chr8-129537225
chr8	141095918	-	hg38	54	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DENND3	FALSE	+	FALSE	-32692	PTP4A3	-325468	chr8-141095918
chr8	141120553	-	hg38	16	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DENND3	FALSE	+	FALSE	-8057	PTP4A3	-300833	chr8-141120553
chr8	141265258	-	hg38	4	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC105375787	FALSE	+	FALSE	8440	PTP4A3	-156128	chr8-141265258
chr8	144012870	-	hg38	15	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SPATC1	TRUE	+	FALSE	0	BOP1	249174	chr8-144012870
chr8	20453401	-	hg38	70	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SNORD3F	FALSE	-	FALSE	161426	NAT2	2052187	chr8-20453401
chr8	23176574	-	hg38	154	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TNFRSF10D	FALSE	-	FALSE	-12543	LOXL2	120321	chr8-23176574
chr8	24296442	-	hg38	205	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ADAM28,LOC101929294	TRUE	+,-	FALSE	-0	NKX3-1	-613504	chr8-24296442
chr8	26266082	-	hg38	30	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PPP2R2A	FALSE	+	FALSE	-25407	CLU	1330833	chr8-26266082
chr8	30157037	-	hg38	8	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DCTN6	TRUE	+	FALSE	0	WRN	-876223	chr8-30157037
chr8	30422467	-	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RBPMS	TRUE	+	FALSE	0	WRN	-610793	chr8-30422467
chr8	37738166	-	hg38	469	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	ERLIN2	TRUE	+	FALSE	0	EIF4EBP1	-292334	chr8-37738166
chr8	37739458	-	hg38	311	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	ERLIN2	TRUE	+	FALSE	0	EIF4EBP1	-291042	chr8-37739458
chr8	37803153	-	hg38	262	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ADGRA2	TRUE	+	FALSE	0	EIF4EBP1	-227347	chr8-37803153
chr8	40718453	-	hg38	25	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZMAT4	TRUE	-	FALSE	0	IDO2	702061	chr8-40718453
chr8	40740005	-	hg38	5	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZMAT4	TRUE	-	FALSE	0	IDO2	723613	chr8-40740005
chr8	42141055	-	hg38	152	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AP3M2	FALSE	+	FALSE	-11889	AP3M2	-11889	chr8-42141055
chr8	51961908	-	hg38	68	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PCMTD1	FALSE	-	FALSE	-62721	RB1CC1	660548	chr8-51961908
chr8	59014926	-	hg38	12	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TOX	TRUE	-	FALSE	0	CYP7A1	-514764	chr8-59014926
chr8	59055176	-	hg38	269	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TOX	TRUE	-	FALSE	0	CYP7A1	-555014	chr8-59055176
chr8	6206881	-	hg38	57	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC100287015	FALSE	-	FALSE	196673	MCPH1	-199709	chr8-6206881
chr8	65953929	-	hg38	555	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DNAJC5B	FALSE	+	FALSE	-61047	MYBL1	608244	chr8-65953929
chr8	66117054	-	hg38	52	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TRIM55	FALSE	+	FALSE	-9987	MYBL1	445119	chr8-66117054
chr8	70319460	-	hg38	107	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NCOA2	TRUE	-	FALSE	0	NCOA2	0	chr8-70319460
chr8	823330	-	hg38	14	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DLGAP2	TRUE	+	FALSE	0	ERICH1	-92090	chr8-823330
chr8	8797898	-	hg38	7	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MFHAS1	TRUE	-	FALSE	-0	MFHAS1	-0	chr8-8797898
chr8	89983699	-	hg38	178	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NBN	TRUE	-	FALSE	0	NBN	0	chr8-89983699
chr8	96646358	-	hg38	316	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CPQ	TRUE	+	FALSE	0	TP53INP1	-1696970	chr8-96646358
chr8	101105899	+	hg38	8	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FLJ42969	FALSE	+	FALSE	29647	COX6C	-1211884	chr8+101105899
chr8	101376750	+	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NACAP1	FALSE	+	FALSE	7154	COX6C	-1482735	chr8+101376750
chr8	103183747	+	hg38	10	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	BAALC	TRUE	+	FALSE	0	BAALC	0	chr8+103183747
chr8	103186194	+	hg38	508	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	BAALC	TRUE	+	FALSE	-0	BAALC	-0	chr8+103186194
chr8	103196931	+	hg38	4	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	BAALC	TRUE	+	FALSE	-0	BAALC	-0	chr8+103196931
chr8	107340086	+	hg38	69	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ANGPT1	TRUE	-	FALSE	-0	RSPO2	559228	chr8+107340086
chr8	115460051	+	hg38	247	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	TRPS1	TRUE	-	FALSE	-0	CSMD3	-2023037	chr8+115460051
chr8	115661518	+	hg38	9	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TRPS1	TRUE	-	FALSE	0	EXT1	2137843	chr8+115661518
chr8	11801045	+	hg38	188	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FDFT1	TRUE	+	FALSE	0	CTSB	41477	chr8+11801045
chr8	123485272	+	hg38	384	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FBXO32	FALSE	-	FALSE	12613	RNF139	-989493	chr8+123485272
chr8	124008426	+	hg38	88	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	FER1L6,FER1L6-AS1	TRUE	+,-	FALSE	0	RNF139	-466339	chr8+124008426
chr8	124008636	+	hg38	12	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FER1L6,FER1L6-AS1	TRUE	+,-	FALSE	0	RNF139	-466129	chr8+124008636
chr8	124654551	+	hg38	249	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MTSS1	TRUE	-	FALSE	0	RNF139	165932	chr8+124654551
chr8	129547787	+	hg38	349	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CCDC26	TRUE	-	FALSE	0	PVT1	1446533	chr8+129547787
chr8	141096160	+	hg38	92	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DENND3	FALSE	+	FALSE	-32450	PTP4A3	-325226	chr8+141096160
chr8	143856038	+	hg38	53	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	EPPK1	FALSE	-	FALSE	1279	BOP1	406006	chr8+143856038
chr8	143938931	+	hg38	89	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PLEC	TRUE	-	FALSE	-0	BOP1	323113	chr8+143938931
chr8	22580415	+	hg38	77	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PDLIM2	TRUE	+	FALSE	0	EGR3	107244	chr8+22580415
chr8	26291141	+	hg38	272	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PPP2R2A	FALSE	+	FALSE	-348	CLU	1305774	chr8+26291141
chr8	27378448	+	hg38	177	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PTK2B	TRUE	+	FALSE	0	CLU	218467	chr8+27378448
chr8	30093551	+	hg38	687	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LEPROTL1	FALSE	+	FALSE	-1853	WRN	-939709	chr8+30093551
chr8	30094345	+	hg38	35	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LEPROTL1	FALSE	+	FALSE	-1059	WRN	-938915	chr8+30094345
chr8	30386434	+	hg38	390	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RBPMS	TRUE	+	FALSE	0	WRN	-646826	chr8+30386434
chr8	42182584	+	hg38	147	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PLAT	TRUE	-	FALSE	-0	AP3M2	11400	chr8+42182584
chr8	55860440	+	hg38	56	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LYN	FALSE	+	FALSE	-19385	LYN	-19385	chr8+55860440
chr8	59304897	+	hg38	65	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC100505501	FALSE	+	FALSE	181418	CYP7A1	-804735	chr8+59304897
chr8	65956477	+	hg38	23	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DNAJC5B	FALSE	+	FALSE	-58499	MYBL1	605696	chr8+65956477
chr8	73292822	+	hg38	221	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RPL7	TRUE	-	FALSE	0	NCOA2	-2888583	chr8+73292822
chr8	78108149	+	hg38	107	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PKIA	FALSE	+	FALSE	-407950	IL7	624621	chr8+78108149
chr8	78126239	+	hg38	53	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PKIA	FALSE	+	FALSE	-389860	IL7	606531	chr8+78126239
chr8	78665059	+	hg38	116	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZC2HC1A	FALSE	+	FALSE	-986	IL7	67711	chr8+78665059
chr8	8873398	+	hg38	55	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MFHAS1	TRUE	-	FALSE	0	MFHAS1	0	chr8+8873398
chr8	90983841	+	hg38	367	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	C8orf88	TRUE	-	FALSE	0	RUNX1T1	971124	chr8+90983841
chr9	100412546	-	hg38	43	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MSANTD3	FALSE	+	FALSE	-14665	NR4A3	545654	chr9-100412546
chr9	114384235	-	hg38	514	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	AKNA	TRUE	-	FALSE	0	TNFSF15	400398	chr9-114384235
chr9	116687459	-	hg38	479	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	ASTN2,TRIM32	TRUE	-,+	FALSE	-0	ASTN2	-0	chr9-116687459
chr9	123340264	-	hg38	53	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CRB2	FALSE	+	FALSE	-15901	CRB2	-15901	chr9-123340264
chr9	127578113	-	hg38	642	p404	404	GTSP3603	PBMC	M24	6	0.2664298401420959	FAM129B	TRUE	-	FALSE	0	SPTAN1	-974443	chr9-127578113
chr9	132992113	-	hg38	250	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GFI1B	FALSE	+	FALSE	415	GFI1B	415	chr9-132992113
chr9	134456840	-	hg38	15	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RXRA	FALSE	+	FALSE	16253	BRD3	-388820	chr9-134456840
chr9	134795234	-	hg38	805	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	COL5A1	TRUE	+	FALSE	-0	BRD3	-727214	chr9-134795234
